Movie Title,Weather,Time,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Movie 123,616,20.55,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 124,503,9.79,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 125,201,19.92,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 126,311,23.6,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 127,621,4.32,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 128,502,3.18,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Movie 129,611,23.54,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 130,611,2.28,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 131,302,11.93,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 132,771,12.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 133,511,12.08,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 134,616,9.83,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 135,761,7.13,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 136,611,17.8,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 137,231,1.66,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
Movie 138,202,22.18,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
Movie 139,200,10.04,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
Movie 140,612,9.73,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 141,301,15.44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 142,501,7.07,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 143,212,11.1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Movie 144,302,13.67,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 145,800,8.2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 146,201,20.29,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 147,221,21.88,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0
Movie 148,310,14.9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 149,611,15.48,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 150,616,2.53,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 151,602,16.29,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 152,531,15.75,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Movie 153,503,5.72,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Movie 154,804,13.26,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 155,404,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 156,531,21.65,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 157,231,3.26,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
Movie 158,212,14.11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Movie 159,761,8.85,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 160,310,14.07,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 161,314,6.53,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 162,230,16.99,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
Movie 163,310,3.2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 164,501,18.59,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 165,300,7.6,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 166,611,2.22,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 167,500,6.6,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 168,620,21.13,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 169,200,5.99,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 170,522,17.07,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 171,615,23.95,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 172,301,17.32,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 173,230,10.24,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Movie 174,302,1.58,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 175,504,13.17,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 176,511,23.34,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Movie 177,313,21.0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 178,612,18.33,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 179,511,18.84,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 180,502,12.13,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 181,302,22.21,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 182,711,15.88,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 183,620,21.87,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 184,741,15.71,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 185,711,9.15,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 186,616,17.54,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 187,202,3.32,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
Movie 188,804,19.7,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 189,500,22.52,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 190,621,22.04,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 191,521,14.86,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 192,500,23.93,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 193,211,11.16,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Movie 194,761,16.13,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 195,212,21.47,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 196,701,17.23,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 197,310,18.53,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 198,803,16.33,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 199,611,17.58,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 200,751,1.21,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1
Movie 201,804,6.17,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 202,701,8.32,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 203,511,15.76,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 204,615,8.79,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 205,500,23.0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 206,601,22.65,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 207,741,11.33,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
Movie 208,620,7.43,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 209,201,2.19,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 210,302,21.61,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 211,212,14.98,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Movie 212,601,17.79,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 213,771,22.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 214,613,13.94,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 215,600,16.07,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 216,611,18.68,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 217,232,0.17,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
Movie 218,802,19.44,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 219,522,14.33,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 220,313,6.28,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 221,804,13.64,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 222,620,11.35,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 223,731,20.42,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 224,761,11.4,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 225,622,18.26,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 226,503,8.3,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 227,762,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 228,600,19.04,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 229,802,16.78,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 230,622,5.27,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 231,511,10.98,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 232,511,20.39,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 233,804,17.59,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 234,314,22.13,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 235,615,13.16,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 236,761,1.46,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1
Movie 237,200,20.83,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 238,201,18.33,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 239,200,20.57,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 240,613,2.67,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 241,751,16.03,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 242,621,21.61,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 243,762,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 244,313,2.08,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 245,300,23.36,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 246,231,19.72,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
Movie 247,615,2.06,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 248,751,19.21,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 249,622,10.05,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 250,210,17.41,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
Movie 251,751,14.98,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 252,500,13.67,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 253,701,13.6,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 254,531,0.49,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Movie 255,221,7.62,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Movie 256,611,11.86,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 257,803,20.1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 258,762,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 259,804,16.31,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 260,602,22.54,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
Movie 261,701,7.69,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 262,602,21.33,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 263,500,9.6,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 264,522,13.67,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 265,781,18.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 266,801,9.27,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 267,300,17.67,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 268,622,9.25,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 269,521,16.09,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 270,200,16.26,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
Movie 271,751,15.68,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 272,404,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 273,602,9.96,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 274,230,11.74,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Movie 275,212,6.68,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Movie 276,741,16.45,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 277,701,10.1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 278,613,10.87,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 279,211,16.47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Movie 280,500,11.56,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 281,500,20.27,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 282,311,11.41,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 283,221,3.78,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
Movie 284,230,19.85,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
Movie 285,762,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 286,531,0.4,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
Movie 287,800,2.95,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
