Movie Title,Weather,Time,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Movie 120,210,8.11,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
Movie 121,620,21.64,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 122,801,10.7,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 123,511,21.78,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 124,741,0.56,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Movie 125,803,13.13,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 126,511,19.22,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 127,801,13.79,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 128,611,22.56,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 129,232,23.56,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 130,311,6.77,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 131,311,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 132,302,9.91,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 133,531,12.04,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Movie 134,404,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 135,761,21.07,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 136,621,2.46,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 137,504,20.39,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 138,321,4.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 139,701,5.93,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 140,600,18.49,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 141,310,19.41,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 142,300,7.21,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 143,800,12.27,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 144,741,10.35,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
Movie 145,502,1.53,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 146,601,7.57,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 147,501,3.75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 148,504,17.15,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 149,804,6.86,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 150,615,14.76,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 151,771,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 152,504,15.95,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 153,504,21.52,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 154,302,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 155,301,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 156,201,5.03,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 157,802,16.79,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 158,301,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 159,781,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 160,502,14.46,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 161,620,4.95,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 162,221,8.13,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Movie 163,803,1.58,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 164,314,11.99,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 165,503,17.08,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 166,522,8.61,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 167,701,18.41,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
Movie 168,611,13.73,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 169,711,5.73,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 170,502,14.68,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 171,313,8.95,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 172,200,18.61,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 173,404,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 174,211,20.58,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 175,731,2.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 176,231,5.55,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
Movie 177,200,0.52,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 178,404,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 179,502,11.24,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 180,620,3.15,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 181,771,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 182,620,12.2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 183,621,3.4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 184,802,10.46,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 185,741,4.18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Movie 186,313,11.75,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 187,302,13.48,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 188,321,15.43,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Movie 189,800,15.94,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 190,502,10.24,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 191,502,12.02,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 192,615,16.64,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 193,602,20.88,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 194,221,3.53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Movie 195,212,21.5,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0
Movie 196,511,9.4,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 197,511,6.92,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 198,311,19.7,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 199,761,15.65,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 200,612,13.65,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 201,600,2.05,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 202,202,9.84,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
Movie 203,312,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 204,761,3.26,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 205,621,2.17,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 206,800,16.82,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 207,313,23.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 208,601,8.67,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 209,751,5.55,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 210,202,12.66,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
Movie 211,210,16.32,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
Movie 212,310,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 213,620,21.13,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 214,800,17.48,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 215,601,18.16,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 216,210,13.75,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
Movie 217,803,17.13,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 218,404,17.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 219,751,13.22,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Movie 220,600,1.66,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 221,232,21.55,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
Movie 222,531,20.39,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 223,701,11.73,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 224,531,14.1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Movie 225,602,15.63,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 226,701,0.02,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 227,210,19.09,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0
Movie 228,311,17.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 229,612,16.02,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 230,201,19.55,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 231,221,17.42,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
Movie 232,230,8.49,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Movie 233,803,22.46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 234,801,23.31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Movie 235,313,1.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Movie 236,800,4.35,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 237,804,8.44,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 238,210,10.58,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
Movie 239,621,13.98,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 240,531,18.84,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 241,210,20.08,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0
Movie 242,200,18.28,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 243,612,3.6,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 244,312,19.27,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 245,503,8.65,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Movie 246,613,5.36,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 247,522,12.77,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 248,212,8.17,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Movie 249,602,5.77,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 250,500,17.81,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Movie 251,781,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 252,404,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 253,620,7.34,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 254,521,21.73,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 255,761,2.04,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 256,501,19.6,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 257,500,10.66,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 258,600,14.3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 259,230,8.38,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Movie 260,621,19.84,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 261,731,10.6,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Movie 262,531,1.83,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Movie 263,310,19.4,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 264,310,17.15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 265,600,21.52,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Movie 266,616,0.68,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Movie 267,212,17.22,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Movie 268,500,20.36,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 269,613,8.9,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 270,313,9.44,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Movie 271,531,18.85,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Movie 272,201,23.61,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 273,310,7.95,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 274,622,9.89,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 275,201,9.68,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
Movie 276,800,10.86,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 277,522,12.6,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 278,200,3.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Movie 279,803,11.62,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Movie 280,521,0.69,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Movie 281,511,14.07,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
Movie 282,210,13.42,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
Movie 283,600,6.55,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Movie 284,221,20.74,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0
Movie 285,761,22.14,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Movie 286,622,14.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Movie 287,210,6.88,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
